GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Under 6 years:,Margin of Error; Total: - Under 6 years:,Estimate; Total: - Under 6 years: - Living with two parents:,Margin of Error; Total: - Under 6 years: - Living with two parents:,Estimate; Total: - Under 6 years: - Living with two parents: - Both parents in labor force,Margin of Error; Total: - Under 6 years: - Living with two parents: - Both parents in labor force,Estimate; Total: - Under 6 years: - Living with two parents: - Father only in labor force,Margin of Error; Total: - Under 6 years: - Living with two parents: - Father only in labor force,Estimate; Total: - Under 6 years: - Living with two parents: - Mother only in labor force,Margin of Error; Total: - Under 6 years: - Living with two parents: - Mother only in labor force,Estimate; Total: - Under 6 years: - Living with two parents: - Neither parent in labor force,Margin of Error; Total: - Under 6 years: - Living with two parents: - Neither parent in labor force,Estimate; Total: - Under 6 years: - Living with one parent:,Margin of Error; Total: - Under 6 years: - Living with one parent:,Estimate; Total: - Under 6 years: - Living with one parent: - Living with father:,Margin of Error; Total: - Under 6 years: - Living with one parent: - Living with father:,Estimate; Total: - Under 6 years: - Living with one parent: - Living with father: - In labor force,Margin of Error; Total: - Under 6 years: - Living with one parent: - Living with father: - In labor force,Estimate; Total: - Under 6 years: - Living with one parent: - Living with father: - Not in labor force,Margin of Error; Total: - Under 6 years: - Living with one parent: - Living with father: - Not in labor force,Estimate; Total: - Under 6 years: - Living with one parent: - Living with mother:,Margin of Error; Total: - Under 6 years: - Living with one parent: - Living with mother:,Estimate; Total: - Under 6 years: - Living with one parent: - Living with mother: - In labor force,Margin of Error; Total: - Under 6 years: - Living with one parent: - Living with mother: - In labor force,Estimate; Total: - Under 6 years: - Living with one parent: - Living with mother: - Not in labor force,Margin of Error; Total: - Under 6 years: - Living with one parent: - Living with mother: - Not in labor force,Estimate; Total: - 6 to 17 years:,Margin of Error; Total: - 6 to 17 years:,Estimate; Total: - 6 to 17 years: - Living with two parents:,Margin of Error; Total: - 6 to 17 years: - Living with two parents:,Estimate; Total: - 6 to 17 years: - Living with two parents: - Both parents in labor force,Margin of Error; Total: - 6 to 17 years: - Living with two parents: - Both parents in labor force,Estimate; Total: - 6 to 17 years: - Living with two parents: - Father only in labor force,Margin of Error; Total: - 6 to 17 years: - Living with two parents: - Father only in labor force,Estimate; Total: - 6 to 17 years: - Living with two parents: - Mother only in labor force,Margin of Error; Total: - 6 to 17 years: - Living with two parents: - Mother only in labor force,Estimate; Total: - 6 to 17 years: - Living with two parents: - Neither parent in labor force,Margin of Error; Total: - 6 to 17 years: - Living with two parents: - Neither parent in labor force,Estimate; Total: - 6 to 17 years: - Living with one parent:,Margin of Error; Total: - 6 to 17 years: - Living with one parent:,Estimate; Total: - 6 to 17 years: - Living with one parent: - Living with father:,Margin of Error; Total: - 6 to 17 years: - Living with one parent: - Living with father:,Estimate; Total: - 6 to 17 years: - Living with one parent: - Living with father: - In labor force,Margin of Error; Total: - 6 to 17 years: - Living with one parent: - Living with father: - In labor force,Estimate; Total: - 6 to 17 years: - Living with one parent: - Living with father: - Not in labor force,Margin of Error; Total: - 6 to 17 years: - Living with one parent: - Living with father: - Not in labor force,Estimate; Total: - 6 to 17 years: - Living with one parent: - Living with mother:,Margin of Error; Total: - 6 to 17 years: - Living with one parent: - Living with mother:,Estimate; Total: - 6 to 17 years: - Living with one parent: - Living with mother: - In labor force,Margin of Error; Total: - 6 to 17 years: - Living with one parent: - Living with mother: - In labor force,Estimate; Total: - 6 to 17 years: - Living with one parent: - Living with mother: - Not in labor force,Margin of Error; Total: - 6 to 17 years: - Living with one parent: - Living with mother: - Not in labor force
0400000US09,09,Connecticut,734077,1439,218312,1676,148363,2209,97906,2031,45487,1745,3681,503,1289,266,69949,2081,14312,986,12861,982,1451,359,55637,1933,43544,1706,12093,1053,515765,1689,346579,3459,245692,3954,84369,2138,12233,1077,4285,606,169186,3031,32242,1808,29510,1788,2732,452,136944,3049,116495,2997,20449,1369
0600000US0900100000,0900100000,"County subdivisions not defined, Fairfield County, Connecticut",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900104720,0900104720,"Bethel town, Fairfield County, Connecticut",4059,272,1134,208,830,203,467,137,288,111,62,111,13,20,304,163,194,151,194,151,0,19,110,74,101,73,9,16,2925,349,2428,296,1557,273,832,215,26,31,13,21,497,165,49,47,49,47,0,19,448,155,400,159,48,44
0600000US0900108070,0900108070,"Bridgeport town, Fairfield County, Connecticut",33106,954,11541,619,4844,479,2682,447,1759,363,307,142,96,65,6697,573,1058,268,992,264,66,57,5639,532,4623,504,1016,266,21565,919,9801,794,6585,664,2373,404,591,257,252,175,11764,742,1665,414,1534,408,131,78,10099,679,8677,678,1422,336
0600000US0900108980,0900108980,"Brookfield town, Fairfield County, Connecticut",4036,309,1048,230,959,204,678,197,227,119,54,58,0,19,89,96,47,74,47,74,0,19,42,42,42,42,0,19,2988,307,2467,287,1761,263,509,214,160,105,37,44,521,209,119,91,119,91,0,19,402,194,390,195,12,20
0600000US0900118500,0900118500,"Danbury town, Fairfield County, Connecticut",17182,856,6174,626,4024,531,2717,468,1214,270,48,48,45,43,2150,430,608,241,608,241,0,28,1542,350,1342,348,200,163,11008,749,7262,625,5290,546,1824,438,96,97,52,61,3746,590,987,384,970,382,17,27,2759,512,2378,462,381,231
0600000US0900118850,0900118850,"Darien town, Fairfield County, Connecticut",6996,241,1769,205,1712,203,782,163,930,191,0,22,0,22,57,43,8,13,8,13,0,22,49,41,49,41,0,22,5227,281,4686,281,2103,282,2474,347,103,63,6,11,541,138,190,95,190,95,0,22,351,107,274,98,77,63
0600000US0900123890,0900123890,"Easton town, Fairfield County, Connecticut",1757,164,349,95,258,88,167,72,88,53,3,5,0,17,91,65,31,45,31,45,0,17,60,40,40,33,20,31,1408,166,1202,165,792,159,363,141,34,33,13,21,206,121,77,65,77,65,0,17,129,102,104,98,25,37
0600000US0900126620,0900126620,"Fairfield town, Fairfield County, Connecticut",14391,463,4125,379,3804,382,2447,312,1313,255,44,51,0,28,321,92,80,46,80,46,0,28,241,89,156,78,85,73,10266,475,8982,469,5477,439,3197,370,238,94,70,61,1284,272,440,145,422,144,18,20,844,217,701,200,143,87
