GEO.id,GEO.id2,GEO.display-label,B23008_001E,B23008_001M,B23008_002E,B23008_002M,B23008_003E,B23008_003M,B23008_004E,B23008_004M,B23008_005E,B23008_005M,B23008_006E,B23008_006M,B23008_007E,B23008_007M,B23008_008E,B23008_008M,B23008_009E,B23008_009M,B23008_010E,B23008_010M,B23008_011E,B23008_011M,B23008_012E,B23008_012M,B23008_013E,B23008_013M,B23008_014E,B23008_014M,B23008_015E,B23008_015M,B23008_016E,B23008_016M,B23008_017E,B23008_017M,B23008_018E,B23008_018M,B23008_019E,B23008_019M,B23008_020E,B23008_020M,B23008_021E,B23008_021M,B23008_022E,B23008_022M,B23008_023E,B23008_023M,B23008_024E,B23008_024M,B23008_025E,B23008_025M,B23008_026E,B23008_026M,B23008_027E,B23008_027M
0600000US0900560750,0900560750,"Plymouth town, Litchfield County, Connecticut",1958,225,625,171,468,170,300,140,168,102,0,19,0,19,157,130,53,74,53,74,0,19,104,85,104,85,0,19,1333,212,919,197,567,147,352,164,0,19,0,19,414,173,86,63,72,63,14,20,328,161,328,161,0,19
0600000US0900567960,0900567960,"Sharon town, Litchfield County, Connecticut",291,94,56,31,39,29,29,27,10,20,0,12,0,12,17,23,17,23,17,23,0,12,0,12,0,12,0,12,235,89,194,78,169,75,15,34,10,18,0,12,41,56,0,12,0,12,0,12,41,56,41,56,0,12
0600000US0900575730,0900575730,"Thomaston town, Litchfield County, Connecticut",1472,168,329,115,284,108,170,84,80,63,9,13,25,39,45,37,6,11,6,11,0,17,39,33,39,33,0,17,1143,180,911,199,759,195,152,94,0,17,0,17,232,124,99,90,31,30,68,89,133,86,123,83,10,18
0600000US0900576570,0900576570,"Torrington town, Litchfield County, Connecticut",6437,390,2047,282,1243,253,1020,247,206,108,17,29,0,26,804,198,187,89,187,89,0,26,617,183,500,177,117,61,4390,362,2530,396,2022,360,452,149,56,57,0,26,1860,357,534,164,481,168,53,41,1326,328,1212,331,114,65
0600000US0900517240,0900517240,"Cornwall town, Litchfield County, Connecticut",269,75,42,33,20,16,13,12,7,10,0,12,0,12,22,29,22,29,22,29,0,12,0,12,0,12,0,12,227,72,163,60,127,54,28,27,6,8,2,4,64,42,13,13,13,13,0,12,51,40,51,40,0,12
0600000US0900552630,0900552630,"New Milford town, Litchfield County, Connecticut",5032,323,1374,304,1272,312,901,289,361,158,10,17,0,23,102,66,3,6,3,6,0,23,99,65,99,65,0,23,3658,401,2976,394,2333,352,624,213,19,22,0,23,682,195,123,83,88,70,35,43,559,172,516,167,43,42
0600000US0900580490,0900580490,"Watertown town, Litchfield County, Connecticut",4209,386,1360,297,1138,274,930,276,152,127,20,32,36,40,222,193,0,23,0,23,0,23,222,193,98,62,124,182,2849,354,2328,354,1941,391,257,137,71,58,59,69,521,152,20,25,20,25,0,23,501,156,501,156,0,23
0600000US0900516050,0900516050,"Colebrook town, Litchfield County, Connecticut",273,74,76,29,70,28,58,23,12,16,0,12,0,12,6,8,6,8,6,8,0,12,0,12,0,12,0,12,197,66,169,62,159,62,4,6,6,8,0,12,28,17,8,8,8,8,0,12,20,18,20,18,0,12
0600000US0900532290,0900532290,"Goshen town, Litchfield County, Connecticut",527,108,146,74,146,74,60,43,86,71,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,381,119,371,121,272,94,99,98,0,12,0,12,10,17,10,17,10,17,0,12,0,12,0,12,0,12
0600000US0900587910,0900587910,"Woodbury town, Litchfield County, Connecticut",1895,204,501,194,434,199,244,131,178,147,12,20,0,17,67,53,13,22,13,22,0,17,54,47,37,40,17,26,1394,173,1071,184,700,162,298,139,73,81,0,17,323,151,43,59,35,57,8,12,280,138,236,111,44,70
0600000US0900508210,0900508210,"Bridgewater town, Litchfield County, Connecticut",236,47,34,16,30,15,22,14,8,7,0,12,0,12,4,5,4,5,4,5,0,12,0,12,0,12,0,12,202,45,152,31,115,30,37,21,0,12,0,12,50,35,9,9,9,9,0,12,41,34,41,34,0,12
0600000US0900510940,0900510940,"Canaan town, Litchfield County, Connecticut",198,63,73,35,55,32,43,32,12,10,0,12,0,12,18,15,14,14,14,14,0,12,4,6,4,6,0,12,125,48,95,49,69,43,20,15,6,9,0,12,30,20,14,13,12,12,2,3,16,14,16,14,0,12
0600000US0900504930,0900504930,"Bethlehem town, Litchfield County, Connecticut",634,87,147,63,95,56,48,38,18,28,29,36,0,12,52,46,16,24,16,24,0,12,36,38,36,38,0,12,487,74,406,75,306,104,82,67,18,28,0,12,81,49,38,34,38,34,0,12,43,37,43,37,0,12
0600000US0900543370,0900543370,"Litchfield town, Litchfield County, Connecticut",1378,132,358,95,312,92,233,79,38,24,41,53,0,17,46,37,8,10,8,10,0,17,38,33,27,28,11,16,1020,143,773,155,635,158,131,81,7,12,0,17,247,145,171,144,165,144,6,9,76,48,62,50,14,16
0600000US0900579510,0900579510,"Warren town, Litchfield County, Connecticut",279,45,47,18,39,18,35,18,0,12,4,6,0,12,8,9,4,6,4,6,0,12,4,6,4,6,0,12,232,46,208,45,162,43,37,24,9,11,0,12,24,20,20,18,20,18,0,12,4,5,4,5,0,12
0600000US0900540290,0900540290,"Kent town, Litchfield County, Connecticut",420,122,88,49,74,46,45,41,29,39,0,12,0,12,14,15,8,13,8,13,0,12,6,9,6,9,0,12,332,120,297,120,199,125,86,53,12,19,0,12,35,34,12,16,12,16,0,12,23,31,23,31,0,12
0600000US0900553470,0900553470,"Norfolk town, Litchfield County, Connecticut",254,69,88,44,52,37,45,36,4,6,3,4,0,12,36,26,0,12,0,12,0,12,36,26,34,25,2,3,166,47,129,46,114,45,11,14,4,5,0,12,37,26,0,12,0,12,0,12,37,26,37,26,0,12
0600000US0900554030,0900554030,"North Canaan town, Litchfield County, Connecticut",487,110,181,91,83,61,58,46,25,41,0,12,0,12,98,75,70,74,70,74,0,12,28,35,28,35,0,12,306,107,155,91,112,63,43,65,0,12,0,12,151,86,58,69,58,69,0,12,93,65,93,65,0,12
0600000US0900565930,0900565930,"Roxbury town, Litchfield County, Connecticut",401,67,55,36,55,36,35,29,20,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,346,52,313,56,219,69,94,45,0,12,0,12,33,30,0,12,0,12,0,12,33,30,33,30,0,12
0600000US0900586440,0900586440,"Winchester town, Litchfield County, Connecticut",1602,299,386,169,330,170,173,109,145,131,12,19,0,19,56,64,0,19,0,19,0,19,56,64,15,34,41,52,1216,235,879,259,632,207,137,133,85,72,25,40,337,146,69,81,69,81,0,19,268,124,219,122,49,58
0600000US0900551350,0900551350,"New Hartford town, Litchfield County, Connecticut",1510,197,266,116,183,119,136,114,16,24,31,51,0,17,83,94,0,17,0,17,0,17,83,94,83,94,0,17,1244,224,1105,243,763,240,305,213,37,45,0,17,139,92,84,76,69,73,15,24,55,54,55,54,0,17
0600000US0900579720,0900579720,"Washington town, Litchfield County, Connecticut",445,117,149,63,105,53,75,48,11,19,19,21,0,12,44,40,12,19,12,19,0,12,32,24,27,26,5,8,296,93,261,91,179,83,33,37,49,41,0,12,35,36,11,16,0,12,11,16,24,29,15,25,9,14
0600000US0900502760,0900502760,"Barkhamsted town, Litchfield County, Connecticut",725,116,72,56,72,56,34,41,38,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,653,116,544,121,415,117,129,83,0,12,0,12,109,63,92,59,92,59,0,12,17,18,17,18,0,12
0600000US0900325990,0900325990,"Enfield town, Hartford County, Connecticut",8064,336,2640,342,1845,308,1268,237,532,172,23,32,22,24,795,199,274,131,274,131,0,26,521,176,499,174,22,28,5424,360,3526,376,3121,391,301,104,74,52,30,34,1898,360,519,209,510,209,9,12,1379,407,1379,407,0,26
0600000US0900352140,0900352140,"Newington town, Hartford County, Connecticut",5440,348,1410,231,1170,218,889,199,193,97,80,54,8,13,240,113,0,26,0,26,0,26,240,113,130,93,110,73,4030,312,2976,372,2322,383,474,151,166,60,14,25,1054,219,247,115,247,115,0,26,807,194,739,186,68,56
0600000US0900368940,0900368940,"Simsbury town, Hartford County, Connecticut",5668,266,1188,224,1070,216,831,212,199,78,40,36,0,23,118,94,74,90,74,90,0,23,44,31,28,21,16,25,4480,314,4058,304,2682,308,1293,273,83,62,0,23,422,127,154,79,154,79,0,23,268,101,242,97,26,28
0600000US0900371390,0900371390,"South Windsor town, Hartford County, Connecticut",5720,299,1412,226,1317,230,911,184,388,167,18,29,0,23,95,59,36,44,36,44,0,23,59,39,59,39,0,23,4308,347,3217,261,2562,287,635,172,12,13,8,14,1091,301,226,176,226,176,0,23,865,243,787,236,78,66
0600000US0900382590,0900382590,"West Hartford town, Hartford County, Connecticut",13902,439,3563,340,3070,341,2138,283,832,242,86,61,14,22,493,172,84,85,32,37,52,83,409,162,320,139,89,68,10339,501,7501,452,5862,482,1431,296,188,76,20,23,2838,478,701,274,686,274,15,19,2137,425,1725,358,412,265
0600000US0900387070,0900387070,"Windsor Locks town, Hartford County, Connecticut",2210,224,748,252,546,207,332,162,184,118,30,33,0,19,202,153,6,10,6,10,0,19,196,153,196,153,0,19,1462,218,1093,184,682,203,333,176,78,94,0,19,369,202,79,85,79,85,0,19,290,182,261,175,29,31
0600000US0900324800,0900324800,"East Windsor town, Hartford County, Connecticut",2094,335,782,223,500,198,430,199,70,49,0,19,0,19,282,156,45,77,45,77,0,19,237,159,237,159,0,19,1312,333,840,254,727,216,113,153,0,19,0,19,472,259,25,28,25,28,0,19,447,259,447,259,0,19
0600000US0900308490,0900308490,"Bristol town, Hartford County, Connecticut",11946,677,3271,424,2327,394,2038,376,271,161,18,27,0,29,944,238,155,100,155,100,0,29,789,217,604,192,185,105,8675,699,5737,688,4447,595,924,292,159,133,207,157,2938,505,492,211,405,188,87,81,2446,490,2179,454,267,156
0600000US0900327600,0900327600,"Farmington town, Hartford County, Connecticut",5113,244,1278,191,1067,199,523,155,474,146,66,56,4,9,211,121,20,31,20,31,0,23,191,117,165,116,26,25,3835,289,3177,319,2062,283,968,265,123,74,24,29,658,236,50,42,50,42,0,23,608,228,542,223,66,51
0600000US0900370550,0900370550,"Southington town, Hartford County, Connecticut",8775,335,2635,388,2357,381,1956,410,382,139,19,29,0,26,278,136,102,65,102,65,0,26,176,117,144,107,32,48,6140,397,4833,358,3854,356,817,233,104,71,58,66,1307,308,346,147,325,142,21,22,961,283,838,241,123,92
0600000US0900302060,0900302060,"Avon town, Hartford County, Connecticut",4506,263,1322,254,1216,274,706,220,489,202,21,32,0,19,106,81,0,19,0,19,0,19,106,81,106,81,0,19,3184,328,2914,325,1834,304,961,213,59,47,60,66,270,143,57,93,57,93,0,19,213,112,191,105,22,31
0600000US0900384900,0900384900,"Wethersfield town, Hartford County, Connecticut",5003,214,1424,220,1228,210,1056,201,151,93,21,24,0,23,196,98,33,41,33,41,0,23,163,99,163,99,0,23,3579,297,2726,272,2095,266,598,210,33,41,0,23,853,216,83,48,83,48,0,23,770,216,746,216,24,37
0600000US0900304300,0900304300,"Berlin town, Hartford County, Connecticut",3921,281,815,165,713,160,496,165,188,136,29,44,0,23,102,71,18,28,18,28,0,23,84,66,50,43,34,54,3106,297,2326,290,1786,302,451,201,89,90,0,23,780,254,107,87,107,87,0,23,673,239,598,225,75,100
0600000US0900332640,0900332640,"Granby town, Hartford County, Connecticut",2517,158,630,190,514,170,424,150,90,96,0,19,0,19,116,91,32,38,32,38,0,19,84,83,60,78,24,29,1887,182,1629,184,1392,202,210,133,27,34,0,19,258,124,103,78,88,72,15,25,155,102,155,102,0,19
0600000US0900337140,0900337140,"Hartland town, Hartford County, Connecticut",382,64,74,32,59,27,45,28,14,16,0,12,0,12,15,14,0,12,0,12,0,12,15,14,12,13,3,5,308,61,275,67,170,60,105,75,0,12,0,12,33,26,0,12,0,12,0,12,33,26,33,26,0,12
0600000US0900337070,0900337070,"Hartford town, Hartford County, Connecticut",27674,1018,9628,614,2666,445,1397,319,1002,263,139,77,128,91,6962,475,1074,299,981,298,93,75,5888,493,4438,481,1450,328,18046,963,5466,592,3262,500,1319,350,613,269,272,163,12580,960,1742,284,1456,274,286,119,10838,877,8579,812,2259,489
0600000US0900344700,0900344700,"Manchester town, Hartford County, Connecticut",11414,622,4552,477,3198,436,1620,313,1468,390,110,93,0,29,1354,319,223,122,184,106,39,46,1131,310,1002,302,129,74,6862,546,4273,427,3178,437,800,237,288,145,7,11,2589,470,269,135,252,129,17,28,2320,466,2121,456,199,118
0600000US0900305910,0900305910,"Bloomfield town, Hartford County, Connecticut",2760,349,820,240,544,203,454,165,58,54,0,23,32,67,276,169,31,44,31,44,0,23,245,161,245,161,0,23,1940,315,1126,293,901,290,204,147,11,22,10,21,814,256,341,210,317,202,24,40,473,169,442,163,31,41
0600000US0900374540,0900374540,"Suffield town, Hartford County, Connecticut",2828,165,716,213,539,206,503,194,36,43,0,19,0,19,177,142,17,21,17,21,0,19,160,145,160,145,0,19,2112,243,1514,251,1251,236,255,118,8,14,0,19,598,226,184,139,184,139,0,19,414,144,387,136,27,46
0600000US0900345820,0900345820,"Marlborough town, Hartford County, Connecticut",1324,180,431,263,415,262,372,256,43,37,0,17,0,17,16,25,0,17,0,17,0,17,16,25,16,25,0,17,893,265,739,244,610,224,33,39,66,97,30,46,154,105,98,79,98,79,0,17,56,66,56,66,0,17
0600000US0901513810,0901513810,"Chaplin town, Windham County, Connecticut",352,107,77,46,72,44,63,43,4,6,5,7,0,12,5,9,0,12,0,12,0,12,5,9,5,9,0,12,275,90,187,75,126,64,24,24,37,49,0,12,88,73,12,11,12,11,0,12,76,73,76,73,0,12
0600000US0901512130,0901512130,"Canterbury town, Windham County, Connecticut",1020,111,207,72,191,73,178,73,13,19,0,17,0,17,16,20,6,12,6,12,0,17,10,16,10,16,0,17,813,116,549,108,472,111,48,57,29,33,0,17,264,145,88,86,88,86,0,17,176,115,176,115,0,17
0600000US0901559980,0901559980,"Plainfield town, Windham County, Connecticut",2812,319,985,242,623,173,372,142,130,95,121,113,0,19,362,211,86,97,48,75,38,61,276,196,255,196,21,35,1827,265,1167,242,986,239,70,59,98,104,13,20,660,227,235,174,191,162,44,50,425,180,360,161,65,64
0600000US0901501430,0901501430,"Ashford town, Windham County, Connecticut",701,111,237,89,130,74,26,30,71,65,22,34,11,17,107,62,55,72,55,72,0,12,52,58,42,57,10,15,464,104,343,107,226,99,97,58,12,18,8,12,121,76,13,22,13,22,0,12,108,74,82,60,26,35
0600000US0901588190,0901588190,"Woodstock town, Windham County, Connecticut",1661,245,457,144,329,110,207,105,103,97,0,17,19,32,128,101,0,17,0,17,0,17,128,101,128,101,0,17,1204,235,1051,235,847,225,204,143,0,17,0,17,153,111,43,47,43,47,0,17,110,97,110,97,0,17
0600000US0901567400,0901567400,"Scotland town, Windham County, Connecticut",281,79,69,32,60,30,57,30,3,4,0,12,0,12,9,9,0,12,0,12,0,12,9,9,9,9,0,12,212,65,174,70,135,60,36,30,3,4,0,12,38,28,15,20,15,20,0,12,23,18,23,18,0,12
0600000US0901561030,0901561030,"Pomfret town, Windham County, Connecticut",814,150,41,35,41,35,41,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,773,151,630,148,439,102,178,152,13,19,0,12,143,121,40,54,40,54,0,12,103,109,103,109,0,12
0600000US0901509190,0901509190,"Brooklyn town, Windham County, Connecticut",1493,178,322,166,154,103,154,103,0,17,0,17,0,17,168,132,17,32,17,32,0,17,151,134,151,134,0,17,1171,175,958,229,740,231,183,204,35,57,0,17,213,182,133,164,133,164,0,17,80,73,80,73,0,17
0600000US0901540500,0901540500,"Killingly town, Windham County, Connecticut",3679,316,1276,281,905,233,651,222,174,130,80,123,0,19,371,166,44,54,44,54,0,19,327,146,283,141,44,56,2403,259,1525,279,1271,286,235,139,19,30,0,19,878,276,143,112,128,117,15,25,735,252,695,250,40,38
0600000US0901562710,0901562710,"Putnam town, Windham County, Connecticut",1574,303,375,147,260,119,197,94,63,73,0,17,0,17,115,105,40,49,40,49,0,17,75,83,70,83,5,7,1199,274,474,199,363,168,92,88,19,21,0,17,725,305,263,149,216,125,47,75,462,259,445,258,17,26
0600000US0901573420,0901573420,"Sterling town, Windham County, Connecticut",835,115,280,93,245,96,94,73,136,83,15,25,0,12,35,42,19,34,19,34,0,12,16,25,16,25,0,12,555,94,301,115,123,79,178,124,0,12,0,12,254,114,70,69,70,69,0,12,184,102,157,99,27,41
0600000US0901521860,0901521860,"Eastford town, Windham County, Connecticut",234,48,77,30,65,28,47,26,18,17,0,12,0,12,12,15,9,14,9,14,0,12,3,4,3,4,0,12,157,45,130,43,98,42,26,19,0,12,6,8,27,19,18,18,18,18,0,12,9,9,9,9,0,12
0600000US0901536000,0901536000,"Hampton town, Windham County, Connecticut",294,47,100,30,75,30,49,25,22,16,4,6,0,12,25,13,0,12,0,12,0,12,25,13,25,13,0,12,194,38,149,34,120,35,21,13,6,9,2,4,45,24,22,16,19,15,3,4,23,18,18,17,5,9
0600000US0901115910,0901115910,"Colchester town, New London County, Connecticut",3667,255,1180,213,917,213,730,184,162,91,25,40,0,19,263,131,117,100,117,100,0,19,146,89,146,89,0,19,2487,308,1439,266,1080,236,279,213,80,81,0,19,1048,290,424,231,337,217,87,94,624,179,540,165,84,71
0600000US0901142600,0901142600,"Ledyard town, New London County, Connecticut",3183,284,1203,245,864,239,472,169,375,212,17,30,0,19,339,135,143,88,143,88,0,19,196,110,149,98,47,44,1980,263,1384,248,1028,278,270,159,86,91,0,19,596,220,103,64,103,64,0,19,493,210,414,190,79,76
0600000US0901152350,0901152350,"New London town, New London County, Connecticut",4778,363,1254,192,356,149,217,112,113,93,0,23,26,40,898,208,228,88,223,88,5,8,670,219,570,218,100,74,3524,325,1247,313,755,259,319,149,133,149,40,47,2277,386,197,106,197,106,0,23,2080,382,1747,371,333,176
0600000US0901106820,0901106820,"Bozrah town, New London County, Connecticut",423,81,122,46,104,44,59,29,45,34,0,12,0,12,18,18,12,14,12,14,0,12,6,10,6,10,0,12,301,66,152,52,110,42,42,40,0,12,0,12,149,64,65,48,65,48,0,12,84,53,84,53,0,12
0600000US0901162150,0901162150,"Preston town, New London County, Connecticut",921,104,296,97,169,82,93,55,76,65,0,12,0,12,127,75,28,29,10,17,18,26,99,76,62,64,37,35,625,103,489,133,283,122,151,92,25,39,30,38,136,84,22,33,22,33,0,12,114,77,114,77,0,12
0600000US0901100000,0901100000,"County subdivisions not defined, New London County, Connecticut",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0901129910,0901129910,"Franklin town, New London County, Connecticut",312,46,79,27,68,25,51,25,14,12,3,4,0,12,11,9,0,12,0,12,0,12,11,9,3,4,8,7,233,44,206,46,153,43,48,41,5,7,0,12,27,14,0,12,0,12,0,12,27,14,19,13,8,7
0600000US0901142390,0901142390,"Lebanon town, New London County, Connecticut",1336,154,299,133,284,131,136,88,148,118,0,17,0,17,15,25,15,25,15,25,0,17,0,17,0,17,0,17,1037,205,870,223,705,235,96,92,49,77,20,33,167,125,0,17,0,17,0,17,167,125,124,118,43,68
0600000US0901166210,0901166210,"Salem town, New London County, Connecticut",910,154,336,183,293,194,156,66,137,181,0,12,0,12,43,55,43,55,43,55,0,12,0,12,0,12,0,12,574,119,475,117,446,115,9,14,20,33,0,12,99,79,39,43,39,43,0,12,60,63,60,63,0,12
0600000US0901171670,0901171670,"Sprague town, New London County, Connecticut",580,97,210,71,165,69,92,43,73,60,0,12,0,12,45,37,15,24,15,24,0,12,30,28,25,27,5,9,370,83,188,53,133,42,52,41,3,5,0,12,182,79,81,53,67,53,14,20,101,66,49,46,52,54
0600000US0901134250,0901134250,"Groton town, New London County, Connecticut",7533,367,2826,334,1864,335,1048,291,697,211,107,71,12,18,962,247,141,83,141,83,0,26,821,237,538,234,283,137,4707,327,2852,295,1756,286,935,241,161,110,0,26,1855,315,187,93,187,93,0,26,1668,300,1399,287,269,126
0600000US0901133900,0901133900,"Griswold town, New London County, Connecticut",2625,316,809,291,429,234,227,143,202,194,0,19,0,19,380,239,127,150,127,150,0,19,253,158,183,116,70,84,1816,336,977,270,764,273,102,106,57,75,54,62,839,302,245,128,195,103,50,82,594,305,509,261,85,130
0600000US0900781680,0900781680,"Westbrook town, Middlesex County, Connecticut",573,181,135,87,129,83,98,60,31,54,0,17,0,17,6,16,6,16,0,17,6,16,0,17,0,17,0,17,438,147,341,143,256,109,85,110,0,17,0,17,97,73,51,76,51,76,0,17,46,56,46,56,0,17
0600000US0900720810,0900720810,"Durham town, Middlesex County, Connecticut",1433,200,264,125,189,97,72,52,117,83,0,17,0,17,75,67,16,26,16,26,0,17,59,61,47,59,12,19,1169,195,746,182,589,191,157,117,0,17,0,17,423,187,197,141,197,141,0,17,226,152,226,152,0,17
0600000US0900761800,0900761800,"Portland town, Middlesex County, Connecticut",1949,202,499,172,378,179,351,171,27,34,0,17,0,17,121,73,0,17,0,17,0,17,121,73,113,72,8,19,1450,212,1125,209,1051,223,56,56,18,26,0,17,325,132,29,33,29,33,0,17,296,128,276,126,20,21
0600000US0900747080,0900747080,"Middlefield town, Middlesex County, Connecticut",704,131,238,83,195,80,126,71,69,57,0,12,0,12,43,47,26,41,26,41,0,12,17,25,17,25,0,12,466,130,341,89,248,80,56,50,37,44,0,12,125,99,27,26,27,26,0,12,98,98,38,33,60,88
0600000US0900722490,0900722490,"East Hampton town, Middlesex County, Connecticut",2494,232,759,164,692,164,557,130,135,104,0,19,0,19,67,53,16,24,16,24,0,19,51,48,37,42,14,20,1735,224,1487,229,1172,204,279,150,36,42,0,19,248,154,38,44,38,44,0,19,210,144,156,131,54,55
0600000US0901306260,0901306260,"Bolton town, Tolland County, Connecticut",1028,96,192,77,140,70,106,60,24,39,0,12,10,15,52,46,9,14,9,14,0,12,43,44,0,12,43,44,836,109,701,108,629,113,49,41,23,36,0,12,135,81,54,55,54,55,0,12,81,58,72,54,9,14
0600000US0900168170,0900168170,"Shelton town, Fairfield County, Connecticut",7072,388,1818,303,1496,264,1075,258,412,155,9,16,0,26,322,210,34,37,34,37,0,26,288,210,207,190,81,70,5254,458,3986,394,2843,384,1022,308,91,62,30,49,1268,292,381,167,362,162,19,33,887,281,801,273,86,81
0600000US0900118500,0900118500,"Danbury town, Fairfield County, Connecticut",16932,779,6023,553,3792,453,2378,385,1284,262,78,61,52,54,2231,437,648,272,648,272,0,29,1583,356,1516,353,67,65,10909,687,6957,630,4959,586,1714,399,255,124,29,47,3952,651,854,252,839,250,15,26,3098,635,2708,580,390,248
0600000US0900177200,0900177200,"Trumbull town, Fairfield County, Connecticut",8637,405,2285,364,1991,342,1493,316,498,191,0,26,0,26,294,131,82,52,82,52,0,26,212,124,186,108,26,52,6352,388,5459,478,4076,488,1232,273,121,84,30,48,893,246,334,191,298,188,36,56,559,196,481,178,78,87
0600000US0900922910,0900922910,"East Haven town, New Haven County, Connecticut",5191,447,1468,285,858,240,649,227,50,37,147,170,12,20,610,202,220,145,220,145,0,23,390,168,256,131,134,111,3723,445,2191,378,1639,375,436,189,98,92,18,22,1532,380,219,172,138,114,81,125,1313,348,988,328,325,181
0600000US0900946940,0900946940,"Middlebury town, New Haven County, Connecticut",1514,137,429,163,413,162,336,166,77,55,0,17,0,17,16,18,0,17,0,17,0,17,16,18,16,18,0,17,1085,176,1001,171,681,166,313,136,7,11,0,17,84,50,27,31,27,31,0,17,57,39,57,39,0,17
0600000US0900901220,0900901220,"Ansonia town, New Haven County, Connecticut",3855,389,980,361,701,355,511,280,177,211,13,20,0,19,279,162,4,17,4,17,0,19,275,161,245,161,30,41,2875,308,1626,376,1295,372,224,187,54,68,53,48,1249,428,287,179,287,179,0,19,962,329,789,285,173,147
0600000US0900958300,0900958300,"Oxford town, New Haven County, Connecticut",2903,195,654,207,654,207,574,208,80,68,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,2249,238,1780,247,1358,278,406,217,16,27,0,19,469,231,99,103,99,103,0,19,370,194,313,172,57,80
0600000US0900919550,0900919550,"Derby town, New Haven County, Connecticut",2530,421,770,307,252,151,156,97,96,114,0,19,0,19,518,257,17,29,17,29,0,19,501,260,159,111,342,221,1760,273,965,241,836,208,129,176,0,19,0,19,795,246,136,103,136,103,0,19,659,251,412,201,247,195
0600000US0900969640,0900969640,"Southbury town, New Haven County, Connecticut",3977,319,1093,256,779,234,456,187,297,205,26,43,0,19,314,194,186,156,91,78,95,140,128,113,128,113,0,19,2884,328,2323,301,1737,299,501,198,21,31,64,95,561,186,130,79,108,75,22,29,431,178,297,106,134,157
0600000US0900967610,0900967610,"Seymour town, New Haven County, Connecticut",3375,284,663,207,486,180,365,156,121,121,0,19,0,19,177,113,89,88,89,88,0,19,88,72,38,44,50,55,2712,322,2100,369,1753,322,154,108,193,220,0,19,612,224,200,139,200,139,0,19,412,168,333,151,79,73
0600000US0900537280,0900537280,"Harwinton town, Litchfield County, Connecticut",1172,152,257,106,251,105,81,56,156,99,14,21,0,17,6,11,0,17,0,17,0,17,6,11,6,11,0,17,915,192,693,186,477,181,193,151,14,21,9,17,222,125,100,65,100,65,0,17,122,108,100,108,22,22
0600000US0900312270,0900312270,"Canton town, Hartford County, Connecticut",2234,159,647,168,593,170,471,171,122,85,0,19,0,19,54,63,37,57,37,57,0,19,17,27,17,27,0,19,1587,198,1174,201,686,234,374,188,114,158,0,19,413,231,91,117,91,117,0,19,322,202,322,202,0,19
0600000US0900360120,0900360120,"Plainville town, Hartford County, Connecticut",2916,274,943,212,698,207,409,148,272,196,0,19,17,29,245,103,20,33,20,33,0,19,225,109,190,105,35,60,1973,321,1282,293,1073,295,120,68,66,62,23,37,691,283,195,179,195,179,0,19,496,249,458,244,38,50
0600000US0900387000,0900387000,"Windsor town, Hartford County, Connecticut",5536,351,1465,282,1250,265,983,242,267,135,0,23,0,23,215,114,62,58,43,50,19,30,153,105,134,102,19,29,4071,318,2728,345,2197,329,427,157,91,75,13,22,1343,288,199,111,189,109,10,17,1144,299,1076,299,68,65
0600000US0900350440,0900350440,"New Britain town, Hartford County, Connecticut",16358,798,5419,546,1953,346,1275,308,565,180,91,49,22,22,3466,514,758,313,652,313,106,114,2708,398,2082,370,626,220,10939,774,4169,710,2942,611,977,345,205,127,45,43,6770,704,918,309,835,307,83,64,5852,698,4553,716,1299,347
0600000US0900322070,0900322070,"East Granby town, Hartford County, Connecticut",1303,120,333,127,223,109,148,102,75,66,0,17,0,17,110,109,0,17,0,17,0,17,110,109,110,109,0,17,970,151,679,168,463,171,216,130,0,17,0,17,291,163,158,137,158,137,0,17,133,99,133,99,0,17
0600000US0900310100,0900310100,"Burlington town, Hartford County, Connecticut",2224,139,444,107,399,106,299,95,80,57,20,32,0,17,45,33,22,33,22,33,0,17,23,25,13,20,10,15,1780,168,1507,176,1065,156,397,184,26,32,19,30,273,126,107,83,107,83,0,17,166,94,166,94,0,17
0600000US0900322630,0900322630,"East Hartford town, Hartford County, Connecticut",10229,668,3523,434,1672,310,1104,304,490,163,17,19,61,102,1851,365,512,234,454,229,58,88,1339,303,1184,293,155,133,6706,526,3477,472,2607,448,724,268,92,85,54,81,3229,488,481,243,443,234,38,41,2748,443,2557,436,191,128
0600000US0900331240,0900331240,"Glastonbury town, Hartford County, Connecticut",7737,341,1651,256,1463,242,1081,248,347,139,35,27,0,26,188,106,63,61,63,61,0,26,125,87,125,87,0,26,6086,337,4934,374,3599,372,1113,274,199,119,23,36,1152,279,508,248,508,248,0,26,644,153,614,162,30,42
