GEO.id,GEO.id2,GEO.display-label,B23008_001E,B23008_001M,B23008_002E,B23008_002M,B23008_003E,B23008_003M,B23008_004E,B23008_004M,B23008_005E,B23008_005M,B23008_006E,B23008_006M,B23008_007E,B23008_007M,B23008_008E,B23008_008M,B23008_009E,B23008_009M,B23008_010E,B23008_010M,B23008_011E,B23008_011M,B23008_012E,B23008_012M,B23008_013E,B23008_013M,B23008_014E,B23008_014M,B23008_015E,B23008_015M,B23008_016E,B23008_016M,B23008_017E,B23008_017M,B23008_018E,B23008_018M,B23008_019E,B23008_019M,B23008_020E,B23008_020M,B23008_021E,B23008_021M,B23008_022E,B23008_022M,B23008_023E,B23008_023M,B23008_024E,B23008_024M,B23008_025E,B23008_025M,B23008_026E,B23008_026M,B23008_027E,B23008_027M
0600000US0900148620,0900148620,"Monroe town, Fairfield County, Connecticut",4757,268,1183,259,980,260,733,227,178,126,16,29,53,80,203,127,93,114,93,114,0,19,110,86,53,59,57,59,3574,304,3315,312,2610,283,597,214,60,68,48,64,259,155,83,70,83,70,0,19,176,133,126,122,50,45
0600000US0900150580,0900150580,"New Canaan town, Fairfield County, Connecticut",5855,287,1545,263,1400,216,635,170,676,176,59,49,30,36,145,139,81,111,81,111,0,23,64,87,64,87,0,23,4310,299,3825,268,1619,280,1914,270,134,93,158,119,485,209,201,147,201,147,0,23,284,158,269,155,15,25
0600000US0900150860,0900150860,"New Fairfield town, Fairfield County, Connecticut",2727,247,795,158,766,157,455,143,311,112,0,19,0,19,29,28,10,17,10,17,0,19,19,22,19,22,0,19,1932,249,1594,211,864,196,562,161,96,67,72,99,338,169,177,139,166,139,11,18,161,104,140,96,21,33
0600000US0900152980,0900152980,"Newtown town, Fairfield County, Connecticut",6305,245,1411,301,1245,289,871,230,307,113,67,68,0,23,166,105,43,52,43,52,0,23,123,91,99,86,24,27,4894,293,4170,303,3028,341,938,225,165,132,39,39,724,212,351,164,351,164,0,23,373,143,327,137,46,36
0600000US0900156060,0900156060,"Norwalk town, Fairfield County, Connecticut",17348,785,5671,649,4487,573,2826,504,1415,341,143,84,103,161,1184,287,216,128,216,128,0,29,968,235,770,216,198,107,11677,684,7299,617,5049,577,2053,411,111,66,86,79,4378,575,1210,354,1157,351,53,46,3168,503,2850,521,318,165
0600000US0900163480,0900163480,"Redding town, Fairfield County, Connecticut",2046,176,566,151,545,149,301,139,234,104,0,17,10,15,21,18,0,17,0,17,0,17,21,18,21,18,0,17,1480,193,1300,185,941,186,330,128,29,34,0,17,180,113,19,29,19,29,0,17,161,110,134,98,27,39
0600000US0900163970,0900163970,"Ridgefield town, Fairfield County, Connecticut",6938,306,1572,257,1452,245,761,158,691,168,0,23,0,23,120,112,29,29,17,25,12,17,91,106,81,99,10,15,5366,323,4843,354,2749,322,1862,413,232,134,0,23,523,149,121,77,110,74,11,18,402,129,402,129,0,23
0600000US0900168170,0900168170,"Shelton town, Fairfield County, Connecticut",6837,409,1841,283,1574,290,1186,254,362,194,26,27,0,26,267,118,34,34,34,34,0,26,233,116,179,94,54,69,4996,416,3700,353,2832,388,767,256,72,60,29,45,1296,315,334,147,318,142,16,25,962,297,891,288,71,70
0600000US0900168310,0900168310,"Sherman town, Fairfield County, Connecticut",715,110,103,49,86,46,64,45,22,18,0,12,0,12,17,25,0,12,0,12,0,12,17,25,17,25,0,12,612,112,547,106,369,118,153,73,25,32,0,12,65,48,17,18,17,18,0,12,48,43,48,43,0,12
0600000US0900173070,0900173070,"Stamford town, Fairfield County, Connecticut",25482,1036,8960,812,6642,786,3826,485,2725,579,91,56,0,29,2318,381,635,226,635,226,0,29,1683,346,1364,294,319,220,16522,952,10507,773,7435,729,2752,499,267,190,53,42,6015,830,1244,489,1220,480,24,50,4771,728,4341,728,430,220
0600000US0900174190,0900174190,"Stratford town, Fairfield County, Connecticut",9599,456,2923,399,1933,347,1505,316,386,162,12,20,30,47,990,307,115,77,103,74,12,18,875,295,680,230,195,128,6676,439,4856,449,3571,432,1096,319,113,93,76,119,1820,329,333,122,288,108,45,51,1487,297,1280,278,207,135
0600000US0900177200,0900177200,"Trumbull town, Fairfield County, Connecticut",8836,314,2210,280,1984,269,1543,274,416,143,25,39,0,26,226,120,130,101,130,101,0,26,96,66,79,55,17,31,6626,373,5536,394,4207,461,1110,288,99,88,120,105,1090,315,479,239,479,239,0,26,611,195,549,187,62,57
0600000US0900183430,0900183430,"Weston town, Fairfield County, Connecticut",2949,224,661,148,650,148,427,147,199,96,24,25,0,19,11,16,0,19,0,19,0,19,11,16,11,16,0,19,2288,220,2065,238,1277,249,682,204,97,63,9,15,223,112,42,48,42,48,0,19,181,104,146,95,35,41
0600000US0900183500,0900183500,"Westport town, Fairfield County, Connecticut",7496,280,1629,278,1539,278,778,217,696,187,21,22,44,47,90,60,10,16,10,16,0,23,80,58,80,58,0,23,5867,326,5196,339,2452,314,2516,387,125,70,103,97,671,202,278,153,234,141,44,57,393,120,331,116,62,47
0600000US0900186370,0900186370,"Wilton town, Fairfield County, Connecticut",5229,225,1081,189,988,178,649,158,300,119,39,41,0,19,93,71,28,45,28,45,0,19,65,69,65,69,0,19,4148,256,3725,262,2333,334,1316,306,76,60,0,19,423,164,187,99,163,98,24,26,236,125,169,108,67,59
0600000US0900302060,0900302060,"Avon town, Hartford County, Connecticut",4507,286,1297,268,1174,271,689,192,463,169,22,33,0,19,123,102,0,19,0,19,0,19,123,102,123,102,0,19,3210,311,2761,277,1843,312,862,244,56,52,0,19,449,183,99,96,99,96,0,19,350,156,266,148,84,94
0600000US0900304300,0900304300,"Berlin town, Hartford County, Connecticut",3968,311,857,219,712,210,577,193,111,97,24,37,0,23,145,94,62,69,62,69,0,23,83,64,58,49,25,42,3111,297,2313,262,1842,305,418,218,53,70,0,23,798,296,57,67,57,67,0,23,741,296,678,294,63,79
0600000US0900305910,0900305910,"Bloomfield town, Hartford County, Connecticut",2823,287,774,239,523,201,405,193,45,48,19,31,54,89,251,148,12,18,12,18,0,23,239,149,230,148,9,16,2049,303,1166,293,860,299,284,170,6,18,16,39,883,273,273,162,227,151,46,50,610,223,584,222,26,41
0600000US0900308490,0900308490,"Bristol town, Hartford County, Connecticut",11673,624,3338,411,2391,409,2012,351,338,180,41,41,0,29,947,240,214,135,214,135,0,29,733,220,532,180,201,138,8335,567,5585,607,4223,528,997,333,202,158,163,135,2750,474,575,208,440,167,135,115,2175,451,1996,437,179,111
0600000US0900310100,0900310100,"Burlington town, Hartford County, Connecticut",2206,138,499,114,454,102,366,97,68,59,20,30,0,17,45,52,4,20,4,20,0,17,41,49,41,49,0,17,1707,175,1540,179,1116,204,390,224,9,13,25,40,167,82,109,71,109,71,0,17,58,42,58,42,0,17
0600000US0900312270,0900312270,"Canton town, Hartford County, Connecticut",2150,160,584,183,564,181,469,176,95,70,0,19,0,19,20,32,0,19,0,19,0,19,20,32,20,32,0,19,1566,245,1073,255,627,229,322,182,124,167,0,19,493,222,76,104,76,104,0,19,417,224,417,224,0,19
0600000US0900322070,0900322070,"East Granby town, Hartford County, Connecticut",1121,192,191,93,159,87,104,81,55,57,0,17,0,17,32,40,0,17,0,17,0,17,32,40,32,40,0,17,930,203,641,187,401,171,240,140,0,17,0,17,289,161,150,135,150,135,0,17,139,98,139,98,0,17
0600000US0900322630,0900322630,"East Hartford town, Hartford County, Connecticut",10400,764,3682,497,1753,328,1167,289,489,187,23,26,74,117,1929,421,575,285,515,274,60,94,1354,368,1301,361,53,42,6718,645,3514,495,2658,490,665,230,138,92,53,74,3204,562,613,280,582,280,31,27,2591,497,2354,473,237,151
0600000US0900324800,0900324800,"East Windsor town, Hartford County, Connecticut",1927,365,788,219,541,216,492,216,49,48,0,19,0,19,247,149,47,77,47,77,0,19,200,152,200,152,0,19,1139,338,861,339,584,223,277,317,0,19,0,19,278,217,28,36,28,36,0,19,250,211,250,211,0,19
0600000US0900325990,0900325990,"Enfield town, Hartford County, Connecticut",7985,345,2557,355,1801,313,1308,276,439,166,46,46,8,13,756,246,263,142,210,115,53,74,493,179,459,173,34,39,5428,378,3413,366,2858,363,400,162,148,92,7,12,2015,343,500,212,491,212,9,12,1515,396,1459,391,56,89
0600000US0900327600,0900327600,"Farmington town, Hartford County, Connecticut",5100,267,1228,225,1078,211,572,156,440,184,62,61,4,7,150,105,28,44,28,44,0,23,122,96,102,94,20,21,3872,303,3246,299,2209,252,917,263,99,66,21,26,626,205,32,26,32,26,0,23,594,198,530,187,64,51
0600000US0900331240,0900331240,"Glastonbury town, Hartford County, Connecticut",7812,320,1934,278,1731,274,1232,224,488,179,11,18,0,26,203,95,78,63,78,63,0,26,125,63,125,63,0,26,5878,384,4960,362,3871,460,872,227,155,93,62,66,918,226,226,154,226,154,0,26,692,178,660,178,32,40
0600000US0900332640,0900332640,"Granby town, Hartford County, Connecticut",2512,166,708,159,602,154,548,145,54,59,0,19,0,19,106,71,20,35,20,35,0,19,86,78,62,75,24,26,1804,201,1616,194,1384,240,208,133,24,28,0,19,188,91,86,64,86,64,0,19,102,70,102,70,0,19
0600000US0900337070,0900337070,"Hartford town, Hartford County, Connecticut",27142,873,8916,621,2232,327,1065,237,878,259,132,84,157,105,6684,578,1118,334,978,316,140,94,5566,536,4368,449,1198,273,18226,798,5443,591,3345,498,1189,294,622,298,287,152,12783,744,1702,401,1441,386,261,109,11081,711,9018,771,2063,411
0600000US0900337140,0900337140,"Hartland town, Hartford County, Connecticut",368,63,67,27,55,27,44,24,11,16,0,12,0,12,12,13,6,9,6,9,0,12,6,8,6,8,0,12,301,69,283,72,175,64,108,79,0,12,0,12,18,19,0,12,0,12,0,12,18,19,18,19,0,12
0600000US0900344700,0900344700,"Manchester town, Hartford County, Connecticut",11693,538,4820,465,3288,412,1672,296,1521,386,95,82,0,29,1532,380,237,138,204,124,33,43,1295,364,1148,355,147,80,6873,478,4307,455,3145,459,949,256,207,137,6,10,2566,472,420,211,392,212,28,37,2146,401,1916,407,230,105
0600000US0900345820,0900345820,"Marlborough town, Hartford County, Connecticut",1353,98,524,253,505,253,444,264,61,51,0,17,0,17,19,31,0,17,0,17,0,17,19,31,19,31,0,17,829,252,731,245,630,231,67,72,0,17,34,53,98,84,77,76,77,76,0,17,21,34,21,34,0,17
0600000US0900350440,0900350440,"New Britain town, Hartford County, Connecticut",16070,763,5433,443,2009,304,1114,259,721,219,154,100,20,32,3424,470,750,309,648,283,102,129,2674,446,1898,358,776,331,10637,702,3938,655,2450,620,1154,395,245,141,89,82,6699,777,746,334,652,331,94,69,5953,758,4512,718,1441,373
0600000US0900352140,0900352140,"Newington town, Hartford County, Connecticut",5232,314,1471,239,1217,225,913,213,224,102,71,74,9,14,254,117,28,31,28,31,0,26,226,112,152,96,74,61,3761,314,2794,316,2161,334,440,150,175,83,18,28,967,209,152,81,152,81,0,26,815,186,749,187,66,59
0600000US0900360120,0900360120,"Plainville town, Hartford County, Connecticut",3118,317,883,221,673,207,420,173,253,205,0,19,0,19,210,107,18,30,18,30,0,19,192,105,192,105,0,19,2235,351,1423,368,1274,374,86,73,30,35,33,51,812,327,121,119,121,119,0,19,691,302,654,301,37,45
0600000US0900365370,0900365370,"Rocky Hill town, Hartford County, Connecticut",3421,324,1071,219,939,196,572,176,341,129,18,29,8,24,132,111,32,31,32,31,0,23,100,109,83,105,17,28,2350,302,1794,261,1355,258,320,135,99,127,20,32,556,198,121,116,121,116,0,23,435,184,391,181,44,54
0600000US0900368940,0900368940,"Simsbury town, Hartford County, Connecticut",5657,274,1297,196,1172,193,906,180,215,93,51,47,0,23,125,108,85,104,85,104,0,23,40,33,40,33,0,23,4360,292,3815,295,2641,300,1130,242,44,71,0,23,545,162,185,100,185,100,0,23,360,127,331,118,29,31
0600000US0900370550,0900370550,"Southington town, Hartford County, Connecticut",8801,309,2429,321,2159,341,1622,300,537,171,0,26,0,26,270,132,79,61,79,61,0,26,191,117,157,108,34,52,6372,397,5230,423,4212,437,855,203,103,78,60,68,1142,308,163,87,142,80,21,23,979,289,840,284,139,93
0600000US0900371390,0900371390,"South Windsor town, Hartford County, Connecticut",5638,291,1533,235,1379,212,1029,195,333,122,17,31,0,23,154,93,82,82,70,81,12,18,72,44,72,44,0,23,4105,358,3142,286,2478,301,648,198,9,12,7,15,963,344,207,189,207,189,0,23,756,267,684,251,72,64
0600000US0900374540,0900374540,"Suffield town, Hartford County, Connecticut",2881,197,710,203,537,164,509,168,28,34,0,19,0,19,173,152,14,16,14,16,0,19,159,149,159,149,0,19,2171,245,1582,243,1275,214,307,132,0,19,0,19,589,181,199,141,199,141,0,19,390,133,390,133,0,19
0600000US0900382590,0900382590,"West Hartford town, Hartford County, Connecticut",13694,524,3813,361,3123,328,2195,278,849,238,62,55,17,24,690,221,71,53,71,53,0,29,619,222,503,223,116,80,9881,496,7264,417,5561,438,1498,251,182,104,23,28,2617,428,686,245,668,246,18,19,1931,393,1663,372,268,206
0600000US0900384900,0900384900,"Wethersfield town, Hartford County, Connecticut",4912,305,1519,232,1259,222,1079,223,180,103,0,23,0,23,260,135,70,70,70,70,0,23,190,123,190,123,0,23,3393,305,2594,290,2133,306,452,172,9,13,0,23,799,235,101,72,101,72,0,23,698,211,698,211,0,23
0600000US0900387000,0900387000,"Windsor town, Hartford County, Connecticut",5170,298,1541,299,1310,279,1073,262,223,127,14,21,0,23,231,120,63,60,47,58,16,26,168,111,151,110,17,28,3629,291,2515,285,2050,306,410,174,44,42,11,22,1114,237,149,67,137,66,12,18,965,230,917,223,48,44
0600000US0900387070,0900387070,"Windsor Locks town, Hartford County, Connecticut",2368,247,892,271,657,216,485,200,162,133,10,20,0,19,235,177,6,11,6,11,0,19,229,178,229,178,0,19,1476,249,1114,232,899,233,204,138,11,19,0,19,362,206,89,95,89,95,0,19,273,189,233,180,40,45
0600000US0900502760,0900502760,"Barkhamsted town, Litchfield County, Connecticut",720,112,112,68,112,68,81,58,31,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,608,99,536,101,420,95,116,77,0,12,0,12,72,53,53,50,53,50,0,12,19,21,19,21,0,12
0600000US0900504930,0900504930,"Bethlehem town, Litchfield County, Connecticut",771,133,165,80,93,72,43,49,14,16,36,48,0,12,72,58,0,12,0,12,0,12,72,58,72,58,0,12,606,141,403,80,325,79,67,47,11,17,0,12,203,139,152,152,152,152,0,12,51,37,51,37,0,12
0600000US0900508210,0900508210,"Bridgewater town, Litchfield County, Connecticut",216,26,44,18,39,17,35,17,4,5,0,12,0,12,5,7,3,4,3,4,0,12,2,5,2,5,0,12,172,25,141,28,108,27,33,20,0,12,0,12,31,20,8,6,8,6,0,12,23,18,23,18,0,12
0600000US0900510940,0900510940,"Canaan town, Litchfield County, Connecticut",187,54,54,29,34,18,24,15,10,10,0,12,0,12,20,25,16,25,16,25,0,12,4,5,4,5,0,12,133,44,110,46,83,42,20,12,7,11,0,12,23,16,10,11,7,10,3,4,13,11,13,11,0,12
0600000US0900516050,0900516050,"Colebrook town, Litchfield County, Connecticut",288,64,59,32,51,31,51,31,0,12,0,12,0,12,8,11,8,11,8,11,0,12,0,12,0,12,0,12,229,55,201,55,191,56,4,7,6,9,0,12,28,17,14,11,14,11,0,12,14,15,14,15,0,12
0600000US0900517240,0900517240,"Cornwall town, Litchfield County, Connecticut",212,51,31,23,16,15,16,15,0,12,0,12,0,12,15,22,15,22,15,22,0,12,0,12,0,12,0,12,181,52,133,51,101,46,32,27,0,12,0,12,48,27,3,4,3,4,0,12,45,27,42,26,3,4
0600000US0900532290,0900532290,"Goshen town, Litchfield County, Connecticut",529,65,173,72,153,78,86,51,67,65,0,12,0,12,20,27,0,12,0,12,0,12,20,27,20,27,0,12,356,84,280,98,245,99,35,41,0,12,0,12,76,62,12,18,12,18,0,12,64,60,64,60,0,12
0600000US0900537280,0900537280,"Harwinton town, Litchfield County, Connecticut",1090,145,227,122,196,113,104,68,79,92,13,21,0,17,31,40,24,39,24,39,0,17,7,11,7,11,0,17,863,177,629,182,510,170,95,76,13,21,11,17,234,131,132,108,132,108,0,17,102,72,85,70,17,19
0600000US0900540290,0900540290,"Kent town, Litchfield County, Connecticut",365,117,96,56,83,54,36,37,47,62,0,12,0,12,13,17,9,14,9,14,0,12,4,8,4,8,0,12,269,95,223,92,146,88,64,66,13,20,0,12,46,45,15,16,15,16,0,12,31,42,31,42,0,12
0600000US0900543370,0900543370,"Litchfield town, Litchfield County, Connecticut",1304,107,384,107,349,102,276,102,38,26,35,42,0,17,35,33,5,8,5,8,0,17,30,31,21,23,9,19,920,135,648,123,583,126,49,42,10,15,6,12,272,126,200,109,192,110,8,11,72,62,72,62,0,17
0600000US0900549460,0900549460,"Morris town, Litchfield County, Connecticut",467,81,147,61,129,62,66,43,63,58,0,12,0,12,18,17,12,14,12,14,0,12,6,9,6,9,0,12,320,76,260,72,211,69,42,33,7,10,0,12,60,40,13,16,13,16,0,12,47,37,47,37,0,12
0600000US0900551350,0900551350,"New Hartford town, Litchfield County, Connecticut",1540,204,305,109,265,113,184,109,50,53,31,52,0,17,40,55,0,17,0,17,0,17,40,55,40,55,0,17,1235,228,1094,236,757,197,297,221,40,49,0,17,141,83,58,55,42,50,16,27,83,71,83,71,0,17
0600000US0900552630,0900552630,"New Milford town, Litchfield County, Connecticut",5133,286,1522,287,1324,277,851,251,463,216,10,16,0,23,198,134,5,7,5,7,0,23,193,134,193,134,0,23,3611,372,2822,356,2005,365,759,240,45,58,13,19,789,269,264,163,244,161,20,33,525,196,488,193,37,33
0600000US0900553470,0900553470,"Norfolk town, Litchfield County, Connecticut",300,75,97,50,62,45,54,45,5,8,3,4,0,12,35,25,5,7,5,7,0,12,30,24,26,23,4,6,203,58,135,47,118,45,14,16,3,4,0,12,68,43,23,33,23,33,0,12,45,31,41,31,4,5
0600000US0900554030,0900554030,"North Canaan town, Litchfield County, Connecticut",455,140,165,80,71,54,47,39,24,39,0,12,0,12,94,66,73,75,73,75,0,12,21,31,21,31,0,12,290,141,169,104,93,56,76,85,0,12,0,12,121,108,63,90,63,90,0,12,58,60,58,60,0,12
0600000US0900560750,0900560750,"Plymouth town, Litchfield County, Connecticut",1868,200,597,157,430,152,288,134,142,86,0,19,0,19,167,110,65,80,65,80,0,19,102,77,102,77,0,19,1271,224,816,198,569,205,247,114,0,19,0,19,455,186,138,88,138,88,0,19,317,171,310,172,7,11
0600000US0900565930,0900565930,"Roxbury town, Litchfield County, Connecticut",392,70,84,40,84,40,56,33,28,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,308,54,278,55,203,64,75,42,0,12,0,12,30,28,0,12,0,12,0,12,30,28,30,28,0,12
0600000US0900566420,0900566420,"Salisbury town, Litchfield County, Connecticut",695,136,124,76,33,37,22,33,11,17,0,12,0,12,91,69,14,25,14,25,0,12,77,77,77,77,0,12,571,128,348,146,134,82,197,139,0,12,17,25,223,100,84,73,84,73,0,12,139,89,139,89,0,12
0600000US0900567960,0900567960,"Sharon town, Litchfield County, Connecticut",307,95,84,40,54,36,48,37,6,21,0,12,0,12,30,32,30,32,30,32,0,12,0,12,0,12,0,12,223,91,182,75,149,75,13,23,20,25,0,12,41,60,0,12,0,12,0,12,41,60,41,60,0,12
0600000US0900575730,0900575730,"Thomaston town, Litchfield County, Connecticut",1353,207,283,114,236,100,107,60,95,69,9,15,25,38,47,53,0,17,0,17,0,17,47,53,47,53,0,17,1070,191,820,217,669,201,151,111,0,17,0,17,250,125,131,123,73,88,58,82,119,76,108,79,11,19
0600000US0900576570,0900576570,"Torrington town, Litchfield County, Connecticut",6210,360,2047,303,1253,293,912,278,318,139,23,32,0,26,794,191,238,100,224,97,14,24,556,171,468,174,88,55,4163,348,2501,324,2025,332,436,167,40,42,0,26,1662,292,534,178,487,175,47,41,1128,260,1011,249,117,71
0600000US0900579510,0900579510,"Warren town, Litchfield County, Connecticut",268,48,46,22,38,21,32,19,0,12,6,8,0,12,8,8,5,7,5,7,0,12,3,4,3,4,0,12,222,46,185,50,148,41,28,19,9,13,0,12,37,26,15,18,15,18,0,12,22,19,22,19,0,12
0600000US0900579720,0900579720,"Washington town, Litchfield County, Connecticut",547,97,205,86,168,84,144,81,0,12,24,27,0,12,37,38,12,18,12,18,0,12,25,23,22,23,3,5,342,74,274,92,202,96,17,26,55,44,0,12,68,55,38,46,38,46,0,12,30,38,21,35,9,14
